Name,ID,Resid,int IParticleId,Headresid,palette,nLevel,type,camp,exp,expcoefficient,prizeholdstrategy,Speed_B,attackspeed,hp,mp,Close_A,Powder_A,Magic_A,Builder_A,Close_D,Powder_D,Magic_D,Builder_D_B,Base_D,近战暴击率,火药暴击率,魔法暴击率,攻城暴击率,近战暴击等级,火药暴击等级,魔法暴击等级,攻城暴击等级,Dead_Def,暴击伤害加成率,hit,dodge,AIid,nBeAttackRadius ,nWinPoint,nWinMorale,nWinMoney,nGetExploit,EXPLOIT,nGetMoney,CanTalk,nCanntDie,lTalkResId,lBuildRadius,int nBornMsgType;,int nDieMsgType;,isBOSS,nNoOccupant,nUpShowResID,FissionMonster,int nShowName,ShowLevel,nOpenSoundID,nCloseSoundID,CanntSelected
名称,怪物ID,怪物图包,粒子ID,头像图片,调色板,等级,"1可攻击NPC
2不可攻击NPC
3建筑
4阵营怪
5野外的怪物
6召唤
7宠物
8生产建筑，不可攻击
9陷阱 
10家具
11玩家不可以攻击，但是怪物可以攻击的怪物","//0，红色玩家阵营
//1，蓝色玩家阵营
//2，系统阵营",经验值（杀怪后玩家获得的技能熟练度）,经验值修正系数,"奖励策略，扩展用的几种特殊奖励方式
//1 = 最近攻击怪物的玩家拥有奖励
//2 = 第一个攻击者拥有奖励
//3 = 持续攻击者拥有奖励
//4 = 指定奖励拥有者
//5 = 杀死怪物的是玩家，此玩家才能获得奖励
//6 = 对怪物生命总量伤害最高的玩家获得奖励",基本移动速度,攻击速度,基本生命值,基本魔法值,物理攻击,火药攻击,魔法攻击,攻城攻击,物理防御,火药防御,魔法防御,攻城防御,基础防御,nClose_Dead_B,nPowder_Dead_B,nMagic_Dead_B,nBuilder_Dead_B,Close_Dead_L_B,Powder_Dead_L_B,nMagic_Dead_L_B,Builder_Dead_L_B,暴击抵抗,nDead_Add_B,命中,闪避(0 ~ 2000),生物AI,"怪物可被攻击的半径（一般的怪物为0，炮台兵营主城的设为2）
",杀死怪物获得的功勋积分,杀死怪物获得的士气,杀死怪物获得的金钱,野外怪物死亡后玩家获得的功勋,怪物死亡后玩家获得的功勋（玩家处于幸运模式时）,野外怪物死亡后玩家获得的金钱,为1表示可以对话,"//为1表示生命值小于等于0时不死亡
",//NPC对话头像图片资源ID,"//建筑的占位块半径，仅用于建筑，默认为0
   //1个占位块半径为0，9个占位块半径为1，依此类推
",//怪物出生的系统提示类型，,"//怪物死亡的系统提示类型，//个位：0：不提示，1：本地图提示，2：本岛提示（主城等静态地图）
//十位：0：所有阵营，
//例子：12，表示提示本地图的所有联邦玩家1：帝国，2：联邦",是否是boss，0表示不是，1表示是，默认为0,//为1表示生物无占位,NPC默认头顶标志资源ID,怪物是否是玩家分身，1表示是，0表示否，默认为0,"是否显示生物的名称，0表示不显示，1表示显示，默认为0
",是否显示等级名称，1为显示，0为不显示，默认为0,打开对话时播放的声音ID,关闭对话时播放的声音ID,能否选中//默认为0，表示可以选中//填1表示不可以选中
黑暗狂战士,30101,11977,,444,,1,4,2,,,5,320,,100,,1,,,,,,,,0,,,,,,,,,,,1000,,2234,,,17,,,,,,,,,,,,,,,1,1,,,
黑暗狂战士,30102,11977,,444,,2,4,2,,,5,320,,106,,2,,,,,,,,0,,,,,,,,,,,1000,,2234,,,17,,,,,,,,,,,,,,,1,1,,,
黑暗狂战士,30103,11977,,444,,3,4,2,,,5,320,,140,,4,,,,,,,,0,,,,,,,,,,,1000,,2234,,,17,,,,,,,,,,,,,,,1,1,,,
黑暗狂战士,30104,11977,,444,,4,4,2,,,5,320,,182,,6,,,,,,,,0,,,,,,,,,,,1000,,2234,,,22,,,,,,,,,,,,,,,1,1,,,
黑暗狂战士,30105,11977,,444,,5,4,2,,,5,320,,224,,9,,,,,,,,0,,,,,,,,,,,1000,,2234,,,22,,,,,,,,,,,,,,,1,1,,,
黑暗狂战士,30106,11977,,444,,6,4,2,,,5,320,,273,,14,,,,,,,,0,,,,,,,,,,,1000,,2234,,,22,,,,,,,,,,,,,,,1,1,,,
黑暗狂战士,30107,11977,,444,,7,4,2,,,5,320,,322,,18,,,,,,,,0,,,,,,,,,,,1000,,2234,,,25,,,,,,,,,,,,,,,1,1,,,
黑暗狂战士,30108,11977,,444,,8,4,2,,,5,320,,350,,23,,,,,,,,0,,,,,,,,,,,1000,,2234,,,25,,,,,,,,,,,,,,,1,1,,,
黑暗狂战士,30109,11977,,444,,9,4,2,,,5,320,,406,,29,,,,,,,,0,,,,,,,,,,,1000,,2234,,,25,,,,,,,,,,,,,,,1,1,,,
