Name,ID,Resid,int IParticleId,Headresid,palette,nLevel,type,camp,exp,expcoefficient,prizeholdstrategy,Speed_B,attackspeed,hp,mp,Close_A,Powder_A,Magic_A,Builder_A,Close_D,Powder_D,Magic_D,Builder_D_B,Base_D,近战暴击率,火药暴击率,魔法暴击率,攻城暴击率,近战暴击等级,火药暴击等级,魔法暴击等级,攻城暴击等级,Dead_Def,暴击伤害加成率,hit,dodge,AIid,nBeAttackRadius ,nWinPoint,nWinMorale,nWinMoney,nGetExploit,EXPLOIT,nGetMoney,CanTalk,nCanntDie,lTalkResId,lBuildRadius,int nBornMsgType;,int nDieMsgType;,isBOSS,nNoOccupant,nUpShowResID,FissionMonster,int nShowName,ShowLevel,nOpenSoundID,nCloseSoundID,CanntSelected
名称,怪物ID,怪物图包,粒子ID,头像图片,调色板,等级,"1可攻击NPC
2不可攻击NPC
3建筑
4阵营怪
5野外的怪物
6召唤
7宠物
8生产建筑，不可攻击
9陷阱 ","//0，红色玩家阵营
//1，蓝色玩家阵营
//2，系统阵营",经验值（杀怪后玩家获得的技能熟练度）,经验值修正系数,"奖励策略，扩展用的几种特殊奖励方式
//1 = 最近攻击怪物的玩家拥有奖励
//2 = 第一个攻击者拥有奖励
//3 = 持续攻击者拥有奖励
//4 = 指定奖励拥有者
//5 = 杀死怪物的是玩家，此玩家才能获得奖励",基本移动速度,攻击速度,基本生命值,基本魔法值,物理攻击,火药攻击,魔法攻击,攻城攻击,物理防御,火药防御,魔法防御,攻城防御,基础防御,nClose_Dead_B,nPowder_Dead_B,nMagic_Dead_B,nBuilder_Dead_B,Close_Dead_L_B,Powder_Dead_L_B,nMagic_Dead_L_B,Builder_Dead_L_B,暴击抵抗,nDead_Add_B,命中,闪避(0 ~ 2000),生物AI,"怪物可被攻击的半径（一般的怪物为0，炮台兵营主城的设为2）
",杀死怪物获得的功勋积分,杀死怪物获得的士气,杀死怪物获得的金钱,野外怪物死亡后玩家获得的功勋,怪物死亡后玩家获得的功勋（玩家处于幸运模式时）,野外怪物死亡后玩家获得的金钱,为1表示可以对话,"//为1表示生命值小于等于0时不死亡
",//NPC对话头像图片资源ID,"//建筑的占位块半径，仅用于建筑，默认为0
   //1个占位块半径为0，9个占位块半径为1，依此类推
",//怪物出生的系统提示类型，,"//怪物死亡的系统提示类型，//个位：0：不提示，1：本地图提示，2：本岛提示（主城等静态地图）
//十位：0：所有阵营，
//例子：12，表示提示本地图的所有联邦玩家1：帝国，2：联邦",是否是boss，0表示不是，1表示是，默认为0,//为1表示生物无占位,NPC默认头顶标志资源ID,怪物是否是玩家分身，1表示是，0表示否，默认为0,"是否显示生物的名称，0表示不显示，1表示显示，默认为0
",是否显示等级名称，1为显示，0为不显示，默认为0,打开对话时播放的声音ID,关闭对话时播放的声音ID,能否选中//默认为0，表示可以选中//填1表示不可以选中
联邦边防军(物理),600000,11974,,444,,1,4,1,0,0,5,576,1000,114,,5,0,0,,,,,,0,,,,,,,,,70,,,,1266,0,0,14,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(物理),600001,11974,,444,,2,4,1,0,0,5,576,1000,127,,6,0,0,,,,,,0,,,,,,,,,70,,,,1266,0,0,14,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(物理),600002,11974,,444,,3,4,1,0,0,5,576,1000,183,,7,0,0,,,,,,0,,,,,,,,,70,,,,1266,0,0,14,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(物理),600003,11974,,444,,4,4,1,0,0,5,576,1000,244,,10,0,0,,,,,,0,,,,,,,,,97,,,,1266,0,0,18,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(物理),600004,11974,,444,,5,4,1,0,0,5,576,1000,295,,15,0,0,,,,,,0,,,,,,,,,97,,,,1266,0,0,18,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(物理),600005,11974,,444,,6,4,1,0,0,5,576,1000,351,,17,0,0,,,,,,0,,,,,,,,,150,,,,1266,0,0,18,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(物理),600006,11974,,444,,7,4,1,0,0,5,576,1000,375,,21,0,0,,,,,,0,,,,,,,,,150,,,,1266,0,0,21,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(物理),600007,11974,,444,,8,4,1,0,0,5,576,1000,411,,23,0,0,,,,,,0,,,,,,,,,150,,,,1266,0,0,21,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(物理),600008,11974,,444,,9,4,1,0,0,5,576,1000,470,,30,0,0,,,,,,0,,,,,,,,,150,,,,1266,0,0,21,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(物理),600009,11974,,444,,10,4,1,0,0,5,576,1000,529,,39,0,0,,,,,,0,,,,,,,,,176,,,,1266,0,0,21,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(物理),600010,16645,,444,,11,4,1,0,0,5,576,1000,781,,45,0,0,,,,,,0,,,,,,,,,110,,,,1266,0,0,25,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(物理),600011,16645,,444,,12,4,1,0,0,5,576,1000,840,,56,0,0,,,,,,0,,,,,,,,,110,,,,1266,0,0,25,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(物理),600012,16645,,444,,13,4,1,0,0,5,576,1000,899,,64,0,0,,,,,,0,,,,,,,,,110,,,,1266,0,0,25,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(物理),600013,16645,,444,,14,4,1,0,0,5,576,1000,958,,73,0,0,,,,,,0,,,,,,,,,120,,,,1266,0,0,25,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(物理),600014,16645,,444,,15,4,1,0,0,5,576,1000,1174,,84,0,0,,,,,,0,,,,,,,,,120,,,,1266,0,0,25,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(物理),600015,12115,,444,,16,4,1,0,0,5,576,1000,1391,,95,0,0,,,,,,45,,,,,,,,,147,,,,1266,0,0,28,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(物理),600016,12115,,444,,17,4,1,0,0,5,576,1000,1607,,105,0,0,,,,,,50,,,,,,,,,167,,,,1266,0,0,28,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(物理),600017,12115,,444,,18,4,1,0,0,5,576,1000,1690,,115,0,0,,,,,,54,,,,,,,,,167,,,,1266,0,0,28,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(物理),600018,12115,,444,,19,4,1,0,0,5,576,1000,1772,,125,0,0,,,,,,57,,,,,,,,,167,,,,1266,0,0,28,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(物理),600019,12115,,444,,20,4,1,0,0,5,576,1000,1855,,135,0,0,,,,,,60,,,,,,,,,167,,,,1266,0,0,28,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(火药),600020,11942,,444,,1,4,1,0,0,5,576,1000,114,,,5,0,,,,,,0,,,,,,,,,70,,,,1267,0,0,14,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(火药),600021,11942,,444,,2,4,1,0,0,5,576,1000,127,,,6,0,,,,,,0,,,,,,,,,70,,,,1267,0,0,14,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(火药),600022,11942,,444,,3,4,1,0,0,5,576,1000,183,,,7,0,,,,,,0,,,,,,,,,70,,,,1267,0,0,14,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(火药),600023,11942,,444,,4,4,1,0,0,5,576,1000,244,,,10,0,,,,,,0,,,,,,,,,97,,,,1267,0,0,18,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(火药),600024,11942,,444,,5,4,1,0,0,5,576,1000,295,,,15,0,,,,,,0,,,,,,,,,97,,,,1267,0,0,18,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(火药),600025,11942,,444,,6,4,1,0,0,5,576,1000,351,,,17,0,,,,,,0,,,,,,,,,150,,,,1267,0,0,18,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(火药),600026,11942,,444,,7,4,1,0,0,5,576,1000,375,,,21,0,,,,,,0,,,,,,,,,150,,,,1267,0,0,21,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(火药),600027,11942,,444,,8,4,1,0,0,5,576,1000,411,,,23,0,,,,,,0,,,,,,,,,150,,,,1267,0,0,21,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(火药),600028,11942,,444,,9,4,1,0,0,5,576,1000,470,,,30,0,,,,,,0,,,,,,,,,150,,,,1267,0,0,21,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(火药),600029,11942,,444,,10,4,1,0,0,5,576,1000,529,,,39,0,,,,,,0,,,,,,,,,176,,,,1267,0,0,21,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(火药),600030,2694,,444,,11,4,1,0,0,5,576,1000,781,,,45,0,,,,,,0,,,,,,,,,110,,,,1267,0,0,25,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(火药),600031,2694,,444,,12,4,1,0,0,5,576,1000,840,,,56,0,,,,,,0,,,,,,,,,110,,,,1267,0,0,25,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(火药),600032,2694,,444,,13,4,1,0,0,5,576,1000,899,,,64,0,,,,,,0,,,,,,,,,110,,,,1267,0,0,25,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(火药),600033,2694,,444,,14,4,1,0,0,5,576,1000,958,,,73,0,,,,,,0,,,,,,,,,120,,,,1267,0,0,25,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(火药),600034,2694,,444,,15,4,1,0,0,5,576,1000,1174,,,84,0,,,,,,0,,,,,,,,,120,,,,1267,0,0,25,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(火药),600035,16810,,444,,16,4,1,0,0,5,576,1000,1391,,,95,0,,,,,,45,,,,,,,,,147,,,,1267,0,0,28,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(火药),600036,16810,,444,,17,4,1,0,0,5,576,1000,1607,,,105,0,,,,,,50,,,,,,,,,167,,,,1267,0,0,28,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(火药),600037,16810,,444,,18,4,1,0,0,5,576,1000,1690,,,115,0,,,,,,54,,,,,,,,,167,,,,1267,0,0,28,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(火药),600038,16810,,444,,19,4,1,0,0,5,576,1000,1772,,,125,0,,,,,,57,,,,,,,,,167,,,,1267,0,0,28,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(火药),600039,16810,,444,,20,4,1,0,0,5,576,1000,1855,,,135,0,,,,,,60,,,,,,,,,167,,,,1267,0,0,28,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(魔法),600040,3179,,444,,1,4,1,0,0,5,576,1000,114,,0,0,5,,,,,,0,,,,,,,,,70,,,,1268,0,0,14,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(魔法),600041,3179,,444,,2,4,1,0,0,5,576,1000,127,,0,0,6,,,,,,0,,,,,,,,,70,,,,1268,0,0,14,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(魔法),600042,3179,,444,,3,4,1,0,0,5,576,1000,183,,0,0,7,,,,,,0,,,,,,,,,70,,,,1268,0,0,14,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(魔法),600043,3179,,444,,4,4,1,0,0,5,576,1000,244,,0,0,10,,,,,,0,,,,,,,,,97,,,,1268,0,0,18,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(魔法),600044,3179,,444,,5,4,1,0,0,5,576,1000,295,,0,0,15,,,,,,0,,,,,,,,,97,,,,1268,0,0,18,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(魔法),600045,3179,,444,,6,4,1,0,0,5,576,1000,351,,0,0,17,,,,,,0,,,,,,,,,150,,,,1268,0,0,18,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(魔法),600046,3179,,444,,7,4,1,0,0,5,576,1000,375,,0,0,21,,,,,,0,,,,,,,,,150,,,,1268,0,0,21,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(魔法),600047,3179,,444,,8,4,1,0,0,5,576,1000,411,,0,0,23,,,,,,0,,,,,,,,,150,,,,1268,0,0,21,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(魔法),600048,3179,,444,,9,4,1,0,0,5,576,1000,470,,0,0,30,,,,,,0,,,,,,,,,150,,,,1268,0,0,21,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(魔法),600049,3179,,444,,10,4,1,0,0,5,576,1000,529,,0,0,39,,,,,,0,,,,,,,,,176,,,,1268,0,0,21,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(魔法),600050,16870,,444,,11,4,1,0,0,5,576,1000,781,,0,0,45,,,,,,0,,,,,,,,,110,,,,1268,0,0,25,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(魔法),600051,16870,,444,,12,4,1,0,0,5,576,1000,840,,0,0,56,,,,,,0,,,,,,,,,110,,,,1268,0,0,25,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(魔法),600052,16870,,444,,13,4,1,0,0,5,576,1000,899,,0,0,64,,,,,,0,,,,,,,,,110,,,,1268,0,0,25,0,0,,0,,,,,,,,,,,,,,,
联邦边防军(魔法),600053,16870,,444,,14,4,1,0,0,5,576,1000,958,,0,0,73,,,,,,0,,,,,,,,,120,,,,1268,0,0,25,0,0,,0,,,,,,,,,,,,,,,
